Mcmillan,Tristan,110604644,80
Davenport,Alison,110604646,59
Mahoney,Alvin,110604650,101
Woodward,Ross,110604651,81
Garrison,Cynthia,110604653,100
Zuniga,Jenifer,110604654,100
Mccormick,Angela,110604655,73
Joyce,Tamika,110604660,59
Mathis,Ben,110604665,80
Parrish,Dwayne,110604670,90
Thompson,Beau,110604675,99
Olson,Julianne,110604679,90
Castro,Carly,110604681,76
Luna,Kristen,110604682,60
Hensley,Jerry,110604686,81
Cherry,Anastasia,110604687,73
Morris,Glenn,110604688,97
Cherry,Julianne,110604691,102
Wise,Josue,110604695,55
Kidd,Damien,110604699,60
Fuentes,Crystal,110604701,64
Hammond,Stacy,110604706,68
Gould,Christine,110604708,84
Thompson,Cole,110604709,58
Powers,Christen,110604713,82
Davidson,Owen,110604716,87
Mccullough,Meredith,110604718,56
Watts,Jane,110604721,91
Savage,Leah,110604724,75
Rangel,Nathanael,110604727,80
Henderson,Quentin,110604731,95
Frey,Derek,110604732,75
Cooper,Claudia,110604736,50
Fields,Chance,110604740,84
Simon,Bryan,110604743,59
Li,Dillon,110604745,58
Leonard,Lucia,110604749,100
Melendez,Kerry,110604751,64
Meyer,Damien,110604756,53
Walton,Jolene,110604759,85
Rios,Marisa,110604762,68
Gregory,Luke,110604763,105
Ballard,Yvette,110604768,79
Villa,Regina,110604769,92
Case,Gilberto,110604774,68
Coffey,Christen,110604779,52
Ballard,Trista,110604782,77
Benitez,Robin,110604786,90
Mccarthy,Tyrone,110604791,59
Hardy,Carlton,110604795,80
Pollard,Stefanie,110604798,100
Griffin,Janelle,110604803,91
Maddox,Hillary,110604808,55
Mckay,Tanya,110604811,91
Knox,Ariana,110604815,96
Harmon,Julio,110604818,68
Cobb,Tiffani,110604822,67
Hays,Ernesto,110604824,57
Parsons,Shauna,110604827,83
Anderson,Brad,110604829,63
Noble,Christie,110604831,104
Fitzgerald,Marquis,110604833,77
Morris,Destiny,110604836,61
Wiggins,Guadalupe,110604840,95
Morrow,Jon,110604843,68
Cameron,Brett,110604848,51
Johns,Chloe,110604851,79
Arellano,Lorena,110604852,96
Harrington,Catherine,110604856,79
Trevino,Stefan,110604857,75
Pollard,Kristy,110604860,58
Kerr,Summer,110604861,99
Irwin,Timothy,110604863,88
Cervantes,Carolyn,110604867,70
Atkins,Craig,110604870,71
Gilmore,Rosanna,110604872,104
Bell,Perry,110604873,102
Macdonald,Dean,110604877,65
Rasmussen,Darren,110604881,86
Ochoa,Taylor,110604884,73
Graves,Neal,110604887,103
Chaney,Alexander,110604888,64
Salas,Tyrell,110604891,105
Hutchinson,Cole,110604894,89
Lamb,Cedric,110604895,90
Heath,Linda,110604897,76
Little,Alvaro,110604900,101
Hogan,Anthony,110604901,85
Diaz,Stephan,110604906,99
Hinton,Cynthia,110604911,72
Ramos,Stefanie,110604916,88
Arias,Willie,110604919,65
Salazar,Sasha,110604924,60
Arellano,Nicole,110604926,57
Mckinney,Jamar,110604927,88
Wyatt,Patricia,110604929,67
Morton,Shanna,110604934,89
Jacobs,Elise,110604936,76
Shaffer,Christen,110604941,58
Jackson,Chanel,110604942,64
Ward,Suzanne,110604947,102
Powell,Cassandra,110604949,89
Weiss,Faith,110604954,89
Hendricks,Robin,110604955,55
Elliott,Amelia,110604958,81
Roberts,Hillary,110604960,51
Andrews,Mackenzie,110604965,80
Kennedy,Cory,110604969,86
Fritz,Marcos,110604972,67
Frank,Herbert,110604974,93
Giles,Daniel,110604978,54
Eaton,Connie,110604981,80
Buckley,Callie,110604984,89
Everett,Nicholas,110604986,81
Robbins,Kassandra,110604988,71
Barajas,Gabrielle,110604992,50
Vincent,Erica,110604997,67
Bass,Kasey,110604999,85
Carpenter,Suzanne,110605002,77
Ward,Maria,110605006,95
Farley,Shanna,110605007,92
Collins,Alex,110605010,51
Winters,Seth,110605014,104
Donaldson,Dustin,110605018,105
Warren,Lonnie,110605019,56
Roberson,Alaina,110605020,59
Wolfe,Vernon,110605024,62
Hutchinson,Blake,110605025,66
French,Rocio,110605028,96
Rice,Camille,110605033,64
Nunez,Dane,110605034,76
Mcdowell,Rachael,110605035,65
Chavez,Joey,110605037,79
Pena,Keith,110605040,75
Guerra,Ian,110605041,81
Alexander,Garrett,110605045,102
Pittman,Ruby,110605046,83
Fowler,Stefanie,110605047,96
Martinez,Mike,110605052,70
Medina,Sean,110605057,61
Fischer,Ian,110605058,84
Mcintyre,Kendra,110605059,83
Fernandez,Sonya,110605060,89
James,Israel,110605062,70
Wolfe,Charity,110605067,83
Reilly,Ryan,110605069,82
Wang,Katrina,110605070,82
Acevedo,Hector,110605072,90
Willis,Mercedes,110605074,67
Morse,Esther,110605077,55
Deleon,Russell,110605082,76
Owens,Victoria,110605085,95
Wells,Edward,110605090,73
Meza,Roland,110605091,79
Spears,Rachael,110605096,95
Wilkinson,Javier,110605098,102
Dawson,Jacquelyn,110605099,97
Romero,Linda,110605100,81
Powers,Marcus,110605103,69
Dickerson,Ralph,110605108,99
Compton,Jana,110605110,101
Thomas,Lesley,110605115,85
Stevens,Krista,110605117,102
Garcia,Elisha,110605122,64
Hunt,Annette,110605127,90
Peters,Dominick,110605130,63
Watts,Kirk,110605132,53
Benjamin,Bonnie,110605134,62
Hoover,Beau,110605135,98
Ramirez,Ricardo,110605139,82
Strong,Diane,110605143,104
House,Alice,110605146,66
Medina,Elaine,110605147,92
Santana,Alexandria,110605152,79
Alexander,Dianna,110605154,103
Wheeler,Mallory,110605155,80
Davis,Kristy,110605157,74
Hendrix,Devin,110605160,59
Dodson,Emma,110605162,50
Mills,Brooke,110605163,59
Saunders,Quinton,110605165,52
Carroll,Kent,110605170,98
Cisneros,Lara,110605174,55
Carrillo,Todd,110605176,103
Pham,Shirley,110605178,50
Robertson,Isaiah,110605179,99
Adkins,Cassie,110605184,73
Rose,Jacklyn,110605188,85
Foley,Dana,110605189,86
Davila,Anna,110605190,78
Ramos,Katie,110605194,92
Estes,Paul,110605196,85
Keller,Bryant,110605200,98
Huerta,Branden,110605205,60
Warren,Luis,110605208,72
Villegas,Elisha,110605210,55
Hull,Micheal,110605215,56
Cuevas,Mallory,110605218,50
Douglas,Derick,110605220,104
Gay,Breanna,110605225,90
Hammond,Nelson,110605229,50
Frye,Rebecca,110605231,83
Jarvis,Jackie,110605234,69
Bradley,Cheryl,110605235,54
West,Corey,110605238,81
Randolph,Alyson,110605241,76
Chandler,Ross,110605242,82
Jefferson,Bradley,110605244,73
Espinoza,Krystina,110605248,74
Goodman,Angie,110605249,105
Leach,Kayla,110605252,86
Marshall,Fred,110605253,59
Hawkins,Savannah,110605257,88
Meza,Kasey,110605262,96
Warner,Kory,110605266,64
Pollard,Jerome,110605270,88
Galvan,Harrison,110605272,92
Torres,Janine,110605274,99
Carrillo,Ana,110605279,104
Ryan,Tiffany,110605281,69
Savage,Carlton,110605285,52
Glenn,Kaitlyn,110605287,64
Gibbs,Luke,110605288,77
Benjamin,Allyson,110605293,104
Sellers,Jaime,110605298,64
Graves,Brock,110605303,75
Shah,Edward,110605307,84
Grant,Milton,110605310,84
Boyer,Kenny,110605314,93
Donaldson,Alyson,110605318,96
Graham,Kelsey,110605321,85
Sherman,Nina,110605322,99
Hood,Alisa,110605326,83
Mora,Denise,110605330,52
Horne,Derek,110605333,85
Mcgee,Francisco,110605334,80
Orozco,Susana,110605338,74
Duffy,Lisa,110605342,52
Barber,Caitlin,110605346,78
Brooks,Leanne,110605349,89
Frank,Morgan,110605352,102
Werner,Vanessa,110605353,91
Dodson,Sidney,110605355,83
Ware,Karina,110605356,81
Bolton,Marlene,110605358,93
Mcguire,Constance,110605360,80
Briggs,Elijah,110605365,96
Dalton,Tara,110605368,83
Harrington,Veronica,110605373,81
Figueroa,Jerome,110605374,81
Harris,Shanna,110605378,87
Chen,Eli,110605379,70
Haley,Richard,110605381,98
Christian,Tyson,110605383,85
Wilkinson,Sonya,110605388,59
Gill,Nicolas,110605393,56
Quinn,Hunter,110605396,63
Coleman,Betsy,110605399,84
Sherman,Priscilla,110605402,50
Farley,Noah,110605403,100
Tran,Shane,110605408,78
Burgess,Tasha,110605411,56
Dillon,Tiffany,110605413,96
Farrell,Marvin,110605416,85
Spencer,Randi,110605420,69
Shepherd,Chris,110605425,63
Weaver,Jasmine,110605428,74
Blake,Marco,110605429,76
Marsh,Celia,110605432,103
Garrison,Jenifer,110605437,74
Cruz,Kenneth,110605440,70
Walter,Roman,110605441,72
Torres,Shelley,110605444,80
Dodson,Marvin,110605448,69
Munoz,Rosanna,110605451,78
Zimmerman,Alisa,110605453,58
Mooney,Maurice,110605454,90
Caldwell,Mandi,110605457,103
Garner,Chloe,110605462,72
Richard,James,110605464,57
Mcgee,Melanie,110605466,87
Pierce,Jody,110605471,83
Wilcox,Jocelyn,110605472,97
Bailey,Paul,110605473,79
Rice,Tricia,110605476,103
Fox,Franklin,110605477,100
Dudley,Gabrielle,110605482,76
Casey,Roxanne,110605485,63
Buck,Leo,110605487,80
Miller,Bobbi,110605488,77
Curtis,Antonio,110605490,66
Calderon,Nancy,110605495,64
Mccall,Isaiah,110605496,61
Nicholson,Staci,110605498,66
Hull,Terence,110605499,55
Ewing,Damien,110605502,85
Newton,Derick,110605505,88
Smith,Robin,110605508,74
Jordan,Bianca,110605513,63
French,Blair,110605518,103
Levine,Whitney,110605522,71
Bruce,Vernon,110605527,69
Harrington,Orlando,110605529,64
Castillo,Bridget,110605530,75
Newman,Keith,110605535,91
Beard,Maribel,110605537,90
Castaneda,Cynthia,110605542,91
Deleon,Sharon,110605547,66
Tyler,Andre,110605551,99
Bennett,Philip,110605553,85
Liu,Tiffany,110605554,89
Poole,Marlon,110605558,51
Woodard,Jessica,110605561,71
Moore,Ruben,110605565,82
Juarez,Bethany,110605570,53
Coleman,Jake,110605573,102
Melton,Ernest,110605576,66
Lozano,Manuel,110605581,92
Nelson,Elisabeth,110605585,103
Petersen,Perry,110605587,71
Fields,Thomas,110605588,81
Lawrence,Haley,110605593,71
Hinton,Carl,110605597,67
Campbell,Nikki,110605601,75
Joseph,Eugene,110605604,92
Rivera,Molly,110605606,88
Kim,Beverly,110605609,54
Bullock,Hector,110605611,54
Guerrero,Elisha,110605616,102
Blankenship,Carol,110605618,71
Thornton,Heather,110605620,68
Short,Lydia,110605624,71
Barry,Stacey,110605628,52
Warren,Aimee,110605630,53
Sheppard,Ashlee,110605632,87
Mckee,Paul,110605635,101
Charles,Mindy,110605639,105
Hull,Blanca,110605641,68
Griffin,Mathew,110605642,63
Gonzales,Kendra,110605645,60
Avila,Katy,110605646,56
Nixon,Max,110605651,56
Rogers,Precious,110605654,102
Townsend,Joann,110605658,58
Choi,Josue,110605661,90
Cantu,Suzanne,110605666,54
Pierce,Erica,110605667,62
Gilbert,Suzanne,110605670,52
Reeves,Anne,110605673,78
Holden,Abby,110605676,70
Haley,Tamara,110605680,60
Hester,Kristie,110605684,76
Bell,Gilbert,110605685,83
Knox,Dante,110605686,98
Reese,Liliana,110605688,79
Kelly,Manuel,110605692,85
Trevino,Marquis,110605695,86
Rivera,Betsy,110605699,92
Huang,Sonya,110605701,88
Hayden,Nathan,110605703,54
Morrison,Douglas,110605704,65
Powell,Bobbi,110605708,68
Robles,Johnathan,110605712,90
Hodge,Toni,110605713,66
Jacobs,Alyson,110605715,85
Yoder,Larissa,110605718,80
Hale,Spencer,110605719,95
Beasley,Tameka,110605721,91
Weaver,Taryn,110605725,84
Mcmahon,Dustin,110605730,101
Nicholson,Nelson,110605735,51
Lowe,Tabatha,110605736,78
Owens,Francesca,110605737,71
Peterson,Alvaro,110605739,86
Rivers,Alyssa,110605742,57
Woodard,Breanne,110605747,97
Norton,Sonia,110605750,70
Atkins,Simon,110605752,101
Leblanc,Simon,110605753,97
Hill,Garrett,110605755,55
Long,Demetrius,110605757,99
Bean,Willie,110605759,65
Rich,Alfredo,110605764,102
Romero,Cedric,110605765,96
Vazquez,Ariana,110605770,81
Wolf,Duane,110605773,70
Conrad,Arturo,110605774,75
Stanley,Dominick,110605778,85
Wilson,Clarissa,110605780,56
Bishop,Angie,110605781,99
Potter,Wayne,110605785,76
Bentley,Sasha,110605789,99
Bruce,Sheila,110605790,70
Cervantes,Kirsten,110605793,75
Conrad,Ricardo,110605798,82
Mejia,Kari,110605800,69
Mann,Jason,110605804,104
Solis,Micheal,110605807,77
Greer,Bernard,110605811,69
Middleton,Bryce,110605813,67
Kramer,Shirley,110605816,103
Pittman,Trevor,110605818,67
Odonnell,Alex,110605821,71
Ferrell,India,110605823,97
Sampson,Chelsey,110605824,94
Day,Kelvin,110605826,99
Meyer,Neal,110605827,86
Mcneil,Taylor,110605829,77
Herrera,Bridget,110605834,104
Coleman,India,110605838,104
Gates,Fredrick,110605843,82
Tanner,Lionel,110605847,71
Fernandez,Clarissa,110605851,54
Bishop,Henry,110605854,73
Torres,Cameron,110605856,76
Hart,Marissa,110605857,80
Cantrell,Krista,110605859,100
Murphy,Leann,110605864,62
Mcguire,Julie,110605866,70
Cabrera,Caleb,110605868,50
Aguilar,Candace,110605870,100
Kent,Trent,110605872,60
Bonilla,Chase,110605876,67
Cruz,Joanne,110605878,80
Horn,Collin,110605883,101
Jackson,Dominick,110605887,88
Montes,Caroline,110605891,70
Booth,Gerardo,110605892,103
Webster,Esteban,110605897,91
Elliott,Catherine,110605901,71
Lutz,Jasmine,110605903,92
Jennings,Micah,110605906,91
Barry,Katy,110605907,55
Harrington,Meghan,110605908,66
Schroeder,Traci,110605910,103
Poole,Terrell,110605915,87
Hebert,Julie,110605920,75
Mercer,Cassie,110605921,76
Christian,Trevor,110605924,100
Bolton,Melissa,110605926,78
Russell,Kristin,110605931,91
Aguirre,Ty,110605935,80
Wells,Karissa,110605940,54
Lester,Jacklyn,110605942,67
Terry,Erin,110605947,99
Lynch,Rocio,110605952,60
Jarvis,Jean,110605955,78
Ray,Adrianne,110605957,85
Lopez,Lea,110605960,68
Greer,Melisa,110605961,101
Duran,Dante,110605962,69
Scott,Meaghan,110605966,74
Schroeder,Eva,110605968,56
Ramirez,Jenna,110605973,74
West,Jenna,110605974,83
Small,Calvin,110605979,57
Stewart,Edward,110605980,93
Rodgers,Jenifer,110605985,55
Forbes,Iris,110605986,79
Mckenzie,Kate,110605987,69
Duffy,Latonya,110605991,88
Hansen,Ramon,110605992,84
Villanueva,Victoria,110605995,85
Hines,Shawna,110605996,87
Velez,Tamika,110606000,75
Wilson,Cassidy,110606005,87
Barker,Andrea,110606009,99
Matthews,Candace,110606011,99
Ferguson,Miguel,110606016,50
Chang,Rodolfo,110606019,81
Gaines,Elyse,110606023,58
Bautista,Summer,110606026,96
Stuart,Shari,110606027,71
Potter,Lamar,110606029,54
James,Tracie,110606031,77
Lucero,Alfredo,110606034,62
Graves,Cameron,110606035,60
Hurley,Glen,110606036,67
Newman,Renee,110606041,86
Acevedo,Chelsey,110606042,85
Fisher,Darlene,110606047,56
Delgado,Gretchen,110606050,97
Merritt,Quentin,110606054,98
Everett,Christina,110606059,87
Ray,Fernando,110606060,65
Noble,Autumn,110606065,56
Kaufman,Guy,110606070,59
Potts,Jacob,110606072,76
Salinas,Marvin,110606077,94
Bowers,Alisha,110606080,60
Horne,Omar,110606082,59
Bowman,Rachel,110606084,77
Buck,Steve,110606085,79
Valencia,Carolina,110606090,56
Knight,Elisa,110606092,55
Fleming,Jessie,110606093,101
Knox,Emanuel,110606095,56
Valenzuela,Jamar,110606100,64
Brooks,Andres,110606104,87
Camacho,Bradley,110606106,88
Ware,Perry,110606107,85
Washington,Antwan,110606109,63
Key,Ebony,110606110,96
Parker,Alvaro,110606115,103
Stephens,Gilberto,110606120,58
Garcia,Aimee,110606124,86
Hess,Nancy,110606128,85
Buchanan,Jacob,110606129,58
David,Roberto,110606131,53
Wells,Leah,110606134,61
Vazquez,Celeste,110606135,58
Allen,Nicholas,110606137,65
Crawford,Vincent,110606138,93
Vargas,Glenn,110606140,64
Hubbard,Keisha,110606141,102
Barnes,Lorena,110606146,105
Tucker,Brandie,110606150,75
Bradshaw,Aaron,110606154,93
Schmidt,Jacquelyn,110606157,102
Craig,Eddie,110606161,83
Patterson,Malcolm,110606166,104
Bowen,Jeanette,110606169,73
Peck,Kelli,110606173,96
Hooper,Jack,110606177,79
Massey,Garrett,110606179,74
Ayers,Ismael,110606181,67
Merritt,Isaiah,110606185,89
Meyer,Lucy,110606189,72
Andersen,Alberto,110606194,69
Braun,Barry,110606195,96
Hamilton,Ronald,110606200,77
Castro,Lyndsey,110606203,66
Duke,Terri,110606205,101
Mcdaniel,Brandy,110606210,57
Avery,Martha,110606215,65
Graham,Micaela,110606217,86
Fischer,Grant,110606219,63
Singh,Gabriela,110606223,93
Finley,Stacy,110606227,90
Waller,Lea,110606228,54
Riley,Matthew,110606233,62
Deleon,Candace,110606234,53
Roach,Lucia,110606239,88
Morgan,Demarcus,110606240,77
Flynn,David,110606241,77
Newton,Becky,110606243,57
Wu,Julius,110606246,105
Madden,Dale,110606251,69
Anderson,Lindsay,110606253,94
Santana,Albert,110606258,77
Fischer,Vincent,110606259,67
Jarvis,Jonathon,110606264,58
Oneal,Alicia,110606265,79
Herring,Rebekah,110606266,85
Cherry,Jason,110606270,102
Quinn,Marlon,110606274,53
Sampson,Nelson,110606279,78
Bond,Freddie,110606284,50
Sanchez,William,110606289,81
Oneill,Laura,110606291,65
Carson,Bret,110606293,74
Woodward,Brianne,110606294,52
Hooper,Amber,110606295,73
Stanley,Albert,110606299,56
Gross,Cecilia,110606304,72
Zavala,Abel,110606307,94
Spencer,Warren,110606311,53
Ewing,Daniel,110606315,51
Schmitt,Virginia,110606316,94
Fletcher,Claudia,110606320,88
Vazquez,Keri,110606321,54
Tran,Lucy,110606322,96
Graves,Dennis,110606326,72
Hurley,Mark,110606327,65
Greer,Maureen,110606332,97
Jackson,Troy,110606334,68
Bentley,Kristine,110606339,56
Bauer,Deanna,110606342,58
Craig,Chrystal,110606347,105
Hampton,Claudia,110606352,80
Schmidt,Anita,110606357,57
Li,Jenifer,110606359,94
Hobbs,Kevin,110606361,99
Chaney,Meaghan,110606365,58
Bryant,Roderick,110606369,97
Bell,Johnathan,110606370,87
Rush,Kayla,110606375,70
Carroll,Beth,110606378,54
Snow,Edward,110606381,93
Harper,Gary,110606384,76
Roth,Hector,110606387,68
Mcgrath,Tiffany,110606392,76
Goodwin,Anita,110606394,78
Sheppard,Christy,110606395,86
Vargas,Anita,110606400,56
Parker,Jeff,110606401,98
Richard,Nicole,110606402,54
Esparza,Darlene,110606405,74
Webb,Anastasia,110606409,82
Dougherty,Kerry,110606412,64
Woodard,Tyler,110606413,53
Schroeder,Carol,110606414,84
Strickland,Jack,110606419,72
Daniels,Simon,110606424,96
Bell,Jared,110606428,73
Brock,Adam,110606432,64
Sosa,Kayla,110606433,62
Brown,Salvador,110606436,97
Lucero,Peter,110606441,84
Schultz,Elyse,110606443,79
Espinoza,Alice,110606448,55
Maynard,David,110606450,87
Garza,Camille,110606455,99
Rowe,Tania,110606460,51
Love,Troy,110606465,96
Frost,Eileen,110606469,85
Horton,Harry,110606474,104
Nguyen,Brian,110606476,54
Finley,Carolina,110606477,101
Bruce,Bruce,110606481,80
Mays,Mia,110606486,50
Bernard,Staci,110606490,69
Tucker,Rory,110606492,59
Sparks,Kathryn,110606497,75
Berg,Amy,110606498,104
James,Latisha,110606501,73
Rice,Kathy,110606505,61
Mccoy,Owen,110606506,53
Hansen,Carlos,110606509,65
Harmon,Darnell,110606511,85
Barnes,Sandra,110606515,91
Petersen,Diane,110606516,64
Foley,Lyndsey,110606518,93
Dawson,Jamar,110606523,51
Copeland,Veronica,110606524,51
Wall,Tricia,110606525,65
Joyce,Kurtis,110606530,62
Hudson,Herbert,110606531,56
York,Sade,110606534,83
Black,Kerri,110606538,52
Leach,Ruby,110606539,90
Juarez,Naomi,110606544,103
Ali,Jena,110606545,76
Hanson,Dominique,110606550,74
Page,Stuart,110606552,52
Short,Colleen,110606554,92
Ayers,Meghan,110606555,87
Pope,Meredith,110606556,62
Frank,Crystal,110606559,86
Dean,Darlene,110606561,70
Hansen,Bethany,110606563,59
Vazquez,Andres,110606564,63
Kidd,Joanna,110606566,87
Fuller,Marlon,110606568,58
Franklin,Randall,110606573,80
Maynard,Linda,110606574,59
Delacruz,Alaina,110606576,59
Fritz,Brooke,110606578,104
Cherry,Edward,110606583,63
Mason,Traci,110606584,89
Bradshaw,Rogelio,110606589,90
Chang,Philip,110606591,65
Bradley,Dena,110606592,52
Woodard,Shirley,110606594,102
Flores,Claire,110606596,67
George,Felix,110606599,62
Richard,Dustin,110606604,103
Salinas,Cassandra,110606609,98
Ball,Jenifer,110606614,89
Shea,Carmen,110606619,92
Mclaughlin,Beth,110606621,67
Martinez,Leann,110606623,86
Curry,Brent,110606624,54
Horn,Blake,110606626,56
Vincent,Tanya,110606628,79
Blanchard,Shayla,110606632,91
Knapp,Sandy,110606635,52
Huber,Andrew,110606637,82
Vega,Tiffani,110606641,76
Schmitt,Allison,110606643,64
Russo,Deandre,110606644,96
Barron,Douglas,110606648,73
Fuentes,Rosanna,110606649,58
Barker,Lara,110606654,89
Smith,Travis,110606658,62
Vega,Kevin,110606663,63
Rush,Kristine,110606665,52
Pineda,Kelley,110606668,92
Strickland,Marquis,110606673,70
Dunlap,Deanna,110606675,83
Jenkins,Amanda,110606676,75
Jensen,Duane,110606679,95
Jensen,Donovan,110606682,60
Reyes,Desiree,110606687,103
Wiggins,Esteban,110606689,52
Downs,Natalie,110606691,91
Steele,Audra,110606692,56
Conley,Cassidy,110606695,86
Riggs,Jillian,110606700,80
Holt,Cassidy,110606702,54
Spears,Antoinette,110606705,90
Roman,Lorenzo,110606710,68
Floyd,Joel,110606711,103
Owen,Leticia,110606715,66
Underwood,Jayson,110606720,59
Mcintosh,Jean,110606721,79
Skinner,Brett,110606724,75
Fitzpatrick,Bianca,110606727,69
Zhang,Douglas,110606729,105
Anderson,Carl,110606733,87
York,Sierra,110606737,55
Cuevas,Roberto,110606740,54
Buchanan,Leonard,110606743,86
Gill,Chelsea,110606744,78
Lewis,Mallory,110606747,73
Bonilla,Joy,110606748,93
Lopez,Edwin,110606753,97
Villegas,Gregory,110606758,64
Juarez,Elliott,110606763,87
Kerr,Damian,110606768,90
Reese,Mandi,110606771,88
Yoder,Lisa,110606773,97
Villanueva,Nina,110606776,62
Daniel,Miguel,110606778,55
Coffey,Geoffrey,110606781,63
Bernard,Esther,110606786,72
Dixon,Norman,110606788,60
Bush,Natalie,110606793,67
Reilly,Kristin,110606796,69
Logan,Katy,110606797,74
Golden,Latonya,110606802,99
Munoz,Kacie,110606803,80
Benjamin,Brittani,110606805,64
Duran,Tiffany,110606808,91
Richmond,Hunter,110606811,83
Norton,Jamie,110606816,74
Edwards,Felipe,110606819,56
Shepard,Ashely,110606823,86
Lamb,Clayton,110606824,70
Carson,Alejandro,110606825,64
Carr,Kellie,110606827,95
Cunningham,Stefanie,110606830,104
Mccarthy,Ethan,110606833,105
Bentley,India,110606835,104
David,Shelley,110606837,59
Le,Lori,110606840,96
Hamilton,Darrell,110606843,57
Forbes,Henry,110606847,75
Rose,Janine,110606851,61
Little,Patrice,110606853,101
Arellano,Oscar,110606858,90
Mcbride,Rachael,110606860,76
Hester,Betty,110606865,63
Mooney,Larry,110606867,67
Gray,Francisco,110606872,85
Stuart,Kristine,110606875,57
Morrow,Claire,110606879,66
Dickerson,Holly,110606880,76
Trevino,Elyse,110606884,82
Ponce,Ericka,110606887,79
Bradley,Cortney,110606890,98
Booker,Allison,110606891,81
Cuevas,Kristine,110606896,75
Graves,Johnathan,110606900,96
Herring,Simon,110606904,58
Finley,Leo,110606909,94
Kelly,Milton,110606910,100
Waters,Dallas,110606912,65
Hobbs,Judith,110606917,52
Haney,Tina,110606920,65
Richards,Branden,110606922,55
Leon,Kristie,110606924,56
Baird,Christopher,110606925,67
Villegas,Christian,110606929,78
Mathis,Haley,110606932,81
Willis,Kerry,110606933,52
Allison,Ashlee,110606935,59
Donaldson,Trenton,110606938,81
Levy,Johnathan,110606941,84
Newton,Angelina,110606942,86
Green,Troy,110606945,97
Wiley,Jean,110606948,63
Nixon,Kelsey,110606949,63
Smith,Eugene,110606951,105
Middleton,Christian,110606953,79
Hopkins,Roberto,110606956,91
Eaton,Jeffery,110606957,90
Faulkner,Roy,110606960,51
Carey,Dale,110606962,56
Patton,Hope,110606965,65
Little,Stanley,110606967,70
Farrell,Francisco,110606968,102
Rhodes,Kelly,110606971,50
Golden,Gavin,110606973,86
Watson,Yvette,110606976,50
Dyer,Donte,110606977,55
Casey,Barry,110606981,77
Walton,Christen,110606986,66
Madden,Chantel,110606989,56
Moody,Gary,110606991,91
Pratt,Priscilla,110606992,92
Bradley,Alfonso,110606993,80
Hanson,Janice,110606998,74
Edwards,Marisa,110607003,103
Whitney,Jody,110607007,89
Sosa,Jennifer,110607009,90
Haas,Virginia,110607011,95
Rush,Jorge,110607014,96
Little,Staci,110607017,76
Hester,Beverly,110607018,98
Donaldson,Jordan,110607020,60
Waters,Tara,110607023,91
Bailey,Maria,110607028,95
Donovan,Marie,110607031,84
Ashley,Corey,110607032,61
Little,Harrison,110607035,83
Valencia,Cierra,110607036,58
